,Unnamed: 0,Unnamed: 0.1,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
84,89,92,0.287670290704,0.0029201013139900003,0.279586276322,0.00595230246836,328.2828,30.0001251544,0.2,0.28606185786778776
85,90,93,0.294848513873,0.0029201013139900003,0.293006988216,0.00595230246836,338.3839,30.0001251544,0.2,0.2926488011487589
86,91,94,0.30062845294,0.0029201013139900003,0.289500991955,0.00595230246836,348.4849,30.0001251544,0.2,0.30104883407716115
87,92,95,0.312939240481,0.0029201013139900003,0.309001705849,0.00595230246836,358.5858,30.0001251544,0.2,0.31016062255944354
88,93,96,0.317805096749,0.0029201013139900003,0.311020555213,0.00595230246836,368.6869,30.0001251544,0.2,0.31910562734200093
89,94,97,0.328566959782,0.0029201013139900003,0.321732703651,0.00595230246836,378.7879,30.0001251544,0.2,0.3273414648032478
90,95,98,0.33702183593,0.0029201013139900003,0.322473436034,0.00595230246836,388.8889,30.0001251544,0.2,0.3346229744952391
91,96,99,0.344045811638,0.0029201013139900003,0.334683249357,0.00595230246836,398.9899,30.0001251544,0.2,0.34090443002967885
92,97,100,0.349947626374,0.0029201013139900003,0.34615220940200003,0.00595230246836,409.0909,30.0001251544,0.2,0.34624915358383046
93,98,101,0.357799696355,0.0029201013139900003,0.346502325443,0.00595230246836,419.1919,30.0001251544,0.2,0.3507672323227605
94,99,102,0.355145148307,0.0029201013139900003,0.34801280534900003,0.00595230246836,429.2929,30.0001251544,0.2,0.35457968575709065
95,100,103,0.356871338177,0.0029201013139900003,0.348390848463,0.00595230246836,439.394,30.0001251544,0.2,0.3578007847915684
96,101,104,0.369507341478,0.0029201013139900003,0.365274396596,0.00595230246836,449.495,30.0001251544,0.2,0.3605308736811259
97,102,105,0.364899481358,0.0029201013139900003,0.3639424807060001,0.00595230246836,459.5959,30.0001251544,0.2,0.36285485519659316
98,103,106,0.371678299589,0.0029201013139900003,0.362350274818,0.00595230246836,469.697,30.0001251544,0.2,0.3648430430065612
99,104,107,0.372887885797,0.0029201013139900003,0.371442894776,0.00595230246836,479.798,30.0001251544,0.2,0.3665530245416904
100,105,108,0.365201190124,0.0029201013139900003,0.365812748367,0.00595230246836,489.899,30.0001251544,0.2,0.3680317609943298
101,106,109,0.367878053005,0.0029201013139900003,0.365102119193,0.00595230246836,500.0,30.0001251544,0.2,0.36931749317730145
102,107,110,0.377950907368,0.0029201013139900003,0.370790900368,0.00595230246836,500.0,30.0001251544,0.2,0.36931749317730145
103,108,111,0.381299049327,0.0029201013139900003,0.372893410057,0.00595230246836,555.5555,30.0001251544,0.2,0.37408278117394844
104,109,112,0.3805412620620001,0.0029201013139900003,0.377341310348,0.00595230246836,611.1111,30.0001251544,0.2,0.3766920804887841
105,110,113,0.3864999337690001,0.0029201013139900003,0.380135952057,0.00595230246836,666.6667,30.0001251544,0.2,0.3783058095637292
106,111,114,0.370594043264,0.0029201013139900003,0.366838917203,0.00595230246836,722.2222,30.0001251544,0.2,0.3794030851118636
107,112,115,0.379218267595,0.0029201013139900003,0.375969015053,0.00595230246836,777.7778,30.0001251544,0.2,0.38019850799713956
108,113,116,0.3789856431050001,0.0029201013139900003,0.372765864331,0.00595230246836,833.3333,30.0001251544,0.2,0.38079318935842915
109,114,117,0.38289012747,0.0029201013139900003,0.377050433555,0.00595230246836,888.8889,30.0001251544,0.2,0.38123906403561714
110,115,118,0.386759152648,0.0029201013139900003,0.380947287951,0.00595230246836,944.4445,30.0001251544,0.2,0.3815690652172598
111,116,119,0.376792981527,0.0029201013139900003,0.3772565619560001,0.00595230246836,1000.0,30.0001251544,0.2,0.3818108039118202
112,117,0,0.374097166322,0.0029201013139900003,0.3711433134400001,0.00595230246836,-1000.0,30.0001251544,0.2,0.38236349832816574
113,118,1,0.384064560174,0.0029201013139900003,0.378740202856,0.00595230246836,-944.4445,30.0001251544,0.2,0.3822481426587217
114,119,2,0.377750990921,0.0029201013139900003,0.373556285143,0.00595230246836,-888.8889,30.0001251544,0.2,0.3820870420816225
115,120,3,0.380807817324,0.0029201013139900003,0.377889575625,0.00595230246836,-833.3333,30.0001251544,0.2,0.3818723715476637
116,121,4,0.3791424583,0.0029201013139900003,0.383100574137,0.00595230246836,-777.7778,30.0001251544,0.2,0.38160385730971
117,122,5,0.381091796497,0.0029201013139900003,0.378640342411,0.00595230246836,-722.2222,30.0001251544,0.2,0.38128621223515485
118,123,6,0.37147807746,0.0029201013139900003,0.374921326653,0.00595230246836,-666.6667,30.0001251544,0.2,0.3809224798903809
119,124,7,0.381033411113,0.0029201013139900003,0.381051258874,0.00595230246836,-611.1111,30.0001251544,0.2,0.3805040876719293
120,125,8,0.378478515605,0.0029201013139900003,0.369538897014,0.00595230246836,-555.5555,30.0001251544,0.2,0.3799993032382277
121,126,9,0.372696222782,0.0029201013139900003,0.371006216897,0.00595230246836,-500.0,30.0001251544,0.2,0.3793406672455572
122,127,10,0.380094659724,0.0029201013139900003,0.378535162523,0.00595230246836,-500.0,30.0001251544,0.2,0.3793406672455572
123,128,11,0.379894437595,0.0029201013139900003,0.374727408791,0.00595230246836,-489.899,30.0001251544,0.2,0.37919613714768907
124,129,12,0.381893602062,0.0029201013139900003,0.383956037225,0.00595230246836,-479.798,30.0001251544,0.2,0.3790418528737687
125,130,13,0.378792757359,0.0029201013139900003,0.374134532733,0.00595230246836,-469.697,30.0001251544,0.2,0.3788767866304875
126,131,14,0.374951549302,0.0029201013139900003,0.3734731084040001,0.00595230246836,-459.5959,30.0001251544,0.2,0.37869982932609597
127,132,15,0.379097217269,0.0029201013139900003,0.373227446873,0.00595230246836,-449.495,30.0001251544,0.2,0.3785096980054011
128,133,16,0.387253135794,0.0029201013139900003,0.375576343472,0.00595230246836,-439.394,30.0001251544,0.2,0.3783050881988637
129,134,17,0.37306304195,0.0029201013139900003,0.369027142456,0.00595230246836,-429.2929,30.0001251544,0.2,0.3780845061232247
130,135,18,0.37496989026,0.0029201013139900003,0.369092426524,0.00595230246836,-419.1919,30.0001251544,0.2,0.37784628739134396
131,136,19,0.378767080018,0.0029201013139900003,0.372804188497,0.00595230246836,-409.0909,30.0001251544,0.2,0.37758863360367256
132,137,20,0.381644470711,0.0029201013139900003,0.375868912815,0.00595230246836,-398.9899,30.0001251544,0.2,0.37730953766180686
133,138,21,0.375480380269,0.0029201013139900003,0.372077721892,0.00595230246836,-388.8889,30.0001251544,0.2,0.3770067684612963
134,139,22,0.378924506577,0.0029201013139900003,0.368652968027,0.00595230246836,-378.7879,30.0001251544,0.2,0.37667783696507706
135,140,23,0.376988312734,0.0029201013139900003,0.374428915523,0.00595230246836,-368.6869,30.0001251544,0.2,0.3763199556675032
136,141,24,0.370680551451,0.0029201013139900003,0.372312140056,0.00595230246836,-358.5858,30.0001251544,0.2,0.3759299776533382
137,142,25,0.372633863523,0.0029201013139900003,0.372404142234,0.00595230246836,-348.4849,30.0001251544,0.2,0.37550440034601573
138,143,26,0.383225155643,0.0029201013139900003,0.377768679203,0.00595230246836,-338.3839,30.0001251544,0.2,0.3750391713604393
139,144,27,0.371401351117,0.0029201013139900003,0.375016834827,0.00595230246836,-328.2828,30.0001251544,0.2,0.3745297007211195
140,145,28,0.372620413487,0.0029201013139900003,0.374941153666,0.00595230246836,-318.1818,30.0001251544,0.2,0.3739707993619812
141,146,29,0.3690861108,0.0029201013139900003,0.363743726987,0.00595230246836,-308.0808,30.0001251544,0.2,0.37335642036735045
142,147,30,0.373678075422,0.0029201013139900003,0.364088765378,0.00595230246836,-297.9798,30.0001251544,0.2,0.37267959945905327
143,148,31,0.369973813187,0.0029201013139900003,0.368719823749,0.00595230246836,-287.8788,30.0001251544,0.2,0.3719322466930332
144,149,32,0.371779786226,0.0029201013139900003,0.367869921897,0.00595230246836,-277.7778,30.0001251544,0.2,0.3711049169355164
145,150,33,0.37418611997,0.0029201013139900003,0.365669486106,0.00595230246836,-267.6768,30.0001251544,0.2,0.37018652575423416
146,151,34,0.369089167626,0.0029201013139900003,0.360123000021,0.00595230246836,-257.5757,30.0001251544,0.2,0.36916392108365675
147,152,35,0.369967088169,0.0029201013139900003,0.373740289499,0.00595230246836,-247.4747,30.0001251544,0.2,0.36802172983498915
148,153,36,0.367232145586,0.0029201013139900003,0.365394809433,0.00595230246836,-237.3737,30.0001251544,0.2,0.366741376397231
149,154,37,0.363668803049,0.0029201013139900003,0.359491437108,0.00595230246836,-227.2727,30.0001251544,0.2,0.36530064408165547
150,155,38,0.358172629176,0.0029201013139900003,0.35313361512900004,0.00595230246836,-217.1717,30.0001251544,0.2,0.3636726928371772
151,156,39,0.35492903068000003,0.0029201013139900003,0.350996166374,0.00595230246836,-207.0707,30.0001251544,0.2,0.3618248661191907
152,157,40,0.356707186599,0.0029201013139900003,0.353398378295,0.00595230246836,-196.9697,30.0001251544,0.2,0.3597171107561498
153,158,41,0.35254348335600005,0.0029201013139900003,0.350940674916,0.00595230246836,-186.8687,30.0001251544,0.2,0.35729983889456307
154,159,42,0.34909049225100003,0.0029201013139900003,0.34608245216600003,0.00595230246836,-176.7677,30.0001251544,0.2,0.35451095219886647
155,160,43,0.350605455416,0.0029201013139900003,0.346076528242,0.00595230246836,-166.6667,30.0001251544,0.2,0.35127154559333196
156,161,44,0.345793399293,0.0029201013139900003,0.34624046379100004,0.00595230246836,-156.5657,30.0001251544,0.2,0.34747941493541856
157,162,45,0.331838069716,0.0029201013139900003,0.325876670335,0.00595230246836,-146.4646,30.0001251544,0.2,0.34299851866751646
158,163,46,0.331870166393,0.0029201013139900003,0.329358366415,0.00595230246836,-136.3636,30.0001251544,0.2,0.337642326585643
159,164,47,0.31420812912,0.0029201013139900003,0.312390190787,0.00595230246836,-126.2626,30.0001251544,0.2,0.3311418129433481
160,165,48,0.319443250018,0.0029201013139900003,0.3121126126,0.00595230246836,-116.1616,30.0001251544,0.2,0.32308987621223184
161,166,49,0.309420833291,0.0029201013139900003,0.301089639459,0.00595230246836,-106.0606,30.0001251544,0.2,0.3128387866602193
162,167,50,0.294849522626,0.0029201013139900003,0.294780538739,0.00595230246836,-95.95959,30.0001251544,0.2,0.2993290970297202
163,168,51,0.277255438604,0.0029201013139900003,0.27262977525800003,0.00595230246836,-85.85859,30.0001251544,0.2,0.28088420572417
164,169,52,0.254859416554,0.0029201013139900003,0.247498673162,0.00595230246836,-75.75758,30.0001251544,0.2,0.2553332125065841
165,170,53,0.239568131566,0.0029201013139900003,0.23272899898200006,0.00595230246836,-65.65656,30.0001251544,0.2,0.22192069587395155
166,171,54,0.187971163938,0.0029201013139900003,0.185354768538,0.00595230246836,-55.55556,30.0001251544,0.2,0.1872948326543633
167,172,55,0.141686104686,0.0029201013139900003,0.141205691965,0.00595230246836,-45.45454,30.0001251544,0.2,0.16205840471458025
168,174,64,0.185737357475,0.0029201013139900003,0.17663124535799998,0.00595230246836,45.45454,30.0001251544,0.2,0.1519014580144897
169,175,65,0.212974628341,0.0029201013139900003,0.206514785834,0.00595230246836,55.55556,30.0001251544,0.2,0.1750260059705746
170,176,66,0.232640445889,0.0029201013139900003,0.225091971954,0.00595230246836,65.65656,30.0001251544,0.2,0.20840333640474376
171,177,67,0.248852630399,0.0029201013139900003,0.24704361902600006,0.00595230246836,75.75758,30.0001251544,0.2,0.2408526978968201
172,178,68,0.265494604701,0.0029201013139900003,0.269604342277,0.00595230246836,85.85859,30.0001251544,0.2,0.2655841859568317
173,179,69,0.278532336129,0.0029201013139900003,0.269786895876,0.00595230246836,95.95959,30.0001251544,0.2,0.28328442813068433
174,180,70,0.297589203289,0.0029201013139900003,0.291932219018,0.00595230246836,106.0606,30.0001251544,0.2,0.29605864601131693
175,181,71,0.295951722522,0.0029201013139900003,0.293980808902,0.00595230246836,116.1616,30.0001251544,0.2,0.3055256316700733
176,182,72,0.308700950673,0.0029201013139900003,0.300349511558,0.00595230246836,126.2626,30.0001251544,0.2,0.31269732547724427
177,183,73,0.31134266005,0.0029201013139900003,0.308522956014,0.00595230246836,136.3636,30.0001251544,0.2,0.3181813737233663
178,184,74,0.314850062665,0.0029201013139900003,0.307986780379,0.00595230246836,146.4646,30.0001251544,0.2,0.3223480666313687
179,185,75,0.32663871368700004,0.0029201013139900003,0.323128211059,0.00595230246836,156.5657,30.0001251544,0.2,0.3254291193202316
180,186,76,0.317264955523,0.0029201013139900003,0.309434394146,0.00595230246836,166.6667,30.0001251544,0.2,0.3275704180931003
181,187,77,0.32181229048,0.0029201013139900003,0.314557380062,0.00595230246836,176.7677,30.0001251544,0.2,0.32886146879837785
182,188,78,0.322839078469,0.0029201013139900003,0.319120857333,0.00595230246836,186.8687,30.0001251544,0.2,0.3293496801536301
183,189,79,0.32158425123,0.0029201013139900003,0.313287604933,0.00595230246836,196.9697,30.0001251544,0.2,0.32904951396880966
184,190,80,0.328609143987,0.0029201013139900003,0.318262371835,0.00595230246836,207.0707,30.0001251544,0.2,0.32794824415937585
185,191,81,0.310921123689,0.0029201013139900003,0.308219505993,0.00595230246836,217.1717,30.0001251544,0.2,0.3260113168193002
186,192,82,0.320437329964,0.0029201013139900003,0.313685112371,0.00595230246836,227.2727,30.0001251544,0.2,0.3231900594932913
187,193,83,0.320634189584,0.0029201013139900003,0.318849807553,0.00595230246836,237.3737,30.0001251544,0.2,0.3194354212361847
188,194,84,0.311917649097,0.0029201013139900003,0.305134471076,0.00595230246836,247.4747,30.0001251544,0.2,0.3147230547663851
189,195,85,0.315092163316,0.0029201013139900003,0.304469178061,0.00595230246836,257.5757,30.0001251544,0.2,0.30909641107744057
190,196,86,0.311210910832,0.0029201013139900003,0.301764241498,0.00595230246836,267.6768,30.0001251544,0.2,0.3027328796292057
191,197,87,0.301016608757,0.0029201013139900003,0.293908633737,0.00595230246836,277.7778,30.0001251544,0.2,0.2960275916871249
192,198,88,0.296519558594,0.0029201013139900003,0.290711165147,0.00595230246836,287.8788,30.0001251544,0.2,0.28966305342988724
193,199,89,0.29029225298300004,0.0029201013139900003,0.285580200067,0.00595230246836,297.9798,30.0001251544,0.2,0.284594985512846
194,200,90,0.288043804322,0.0029201013139900003,0.278125968431,0.00595230246836,308.0808,30.0001251544,0.2,0.2818734180892005
195,201,91,0.283329230393,0.0029201013139900003,0.276265614277,0.00595230246836,318.1818,30.0001251544,0.2,0.28229709097781075
196,202,92,0.287670290704,0.0029201013139900003,0.279586276322,0.00595230246836,328.2828,30.0001251544,0.2,0.28606185786778776
197,203,93,0.294848513873,0.0029201013139900003,0.293006988216,0.00595230246836,338.3839,30.0001251544,0.2,0.2926488011487589
198,204,94,0.30062845294,0.0029201013139900003,0.289500991955,0.00595230246836,348.4849,30.0001251544,0.2,0.30104883407716115
199,205,95,0.312939240481,0.0029201013139900003,0.309001705849,0.00595230246836,358.5858,30.0001251544,0.2,0.31016062255944354
200,206,96,0.317805096749,0.0029201013139900003,0.311020555213,0.00595230246836,368.6869,30.0001251544,0.2,0.31910562734200093
201,207,97,0.328566959782,0.0029201013139900003,0.321732703651,0.00595230246836,378.7879,30.0001251544,0.2,0.3273414648032478
202,208,98,0.33702183593,0.0029201013139900003,0.322473436034,0.00595230246836,388.8889,30.0001251544,0.2,0.3346229744952391
203,209,99,0.344045811638,0.0029201013139900003,0.334683249357,0.00595230246836,398.9899,30.0001251544,0.2,0.34090443002967885
204,210,100,0.349947626374,0.0029201013139900003,0.34615220940200003,0.00595230246836,409.0909,30.0001251544,0.2,0.34624915358383046
205,211,101,0.357799696355,0.0029201013139900003,0.346502325443,0.00595230246836,419.1919,30.0001251544,0.2,0.3507672323227605
206,212,102,0.355145148307,0.0029201013139900003,0.34801280534900003,0.00595230246836,429.2929,30.0001251544,0.2,0.35457968575709065
207,213,103,0.356871338177,0.0029201013139900003,0.348390848463,0.00595230246836,439.394,30.0001251544,0.2,0.3578007847915684
208,214,104,0.369507341478,0.0029201013139900003,0.365274396596,0.00595230246836,449.495,30.0001251544,0.2,0.3605308736811259
209,215,105,0.364899481358,0.0029201013139900003,0.3639424807060001,0.00595230246836,459.5959,30.0001251544,0.2,0.36285485519659316
210,216,106,0.371678299589,0.0029201013139900003,0.362350274818,0.00595230246836,469.697,30.0001251544,0.2,0.3648430430065612
211,217,107,0.372887885797,0.0029201013139900003,0.371442894776,0.00595230246836,479.798,30.0001251544,0.2,0.3665530245416904
212,218,108,0.365201190124,0.0029201013139900003,0.365812748367,0.00595230246836,489.899,30.0001251544,0.2,0.3680317609943298
213,219,109,0.367878053005,0.0029201013139900003,0.365102119193,0.00595230246836,500.0,30.0001251544,0.2,0.36931749317730145
