,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
0,0,0.364525593162,0.00373584548264,0.366953611908,0.00385480422346,-1000.0,9.999019136900001,0.2,0.36683304472930256
1,1,0.364867253828,0.00373584548264,0.35821643771399997,0.00385480422346,-944.4445,9.999019136900001,0.2,0.36682244496250743
2,2,0.365281070917,0.00373584548264,0.370648902247,0.00385480422346,-888.8889,9.999019136900001,0.2,0.3668082250902791
3,3,0.359305111994,0.00373584548264,0.357200164082,0.00385480422346,-833.3333,9.999019136900001,0.2,0.36678998138327795
4,4,0.373657349348,0.00373584548264,0.36377065445100004,0.00385480422346,-777.7778,9.999019136900001,0.2,0.36676777226055635
5,5,0.37122964647699996,0.00373584548264,0.371564057546,0.00385480422346,-722.2222,9.999019136900001,0.2,0.366741767395442
6,6,0.364982704105,0.00373584548264,0.362308772279,0.00385480422346,-666.6667,9.999019136900001,0.2,0.36671156006406824
7,7,0.357388384836,0.00373584548264,0.35182328276,0.00385480422346,-611.1111,9.999019136900001,0.2,0.3666752281542278
8,8,0.360931842485,0.00373584548264,0.360407747636,0.00385480422346,-555.5555,9.999019136900001,0.2,0.3666282681625354
9,9,0.35986349447800003,0.00373584548264,0.36457588655699996,0.00385480422346,-500.0,9.999019136900001,0.2,0.36656240934578294
10,10,0.365048005669,0.00373584548264,0.368776080676,0.00385480422346,-500.0,9.999019136900001,0.2,0.36656240934578294
11,11,0.3668692338,0.00373584548264,0.361647582206,0.00385480422346,-489.899,9.999019136900001,0.2,0.3665474464246558
12,12,0.36781412216700005,0.00373584548264,0.358683232953,0.00385480422346,-479.798,9.999019136900001,0.2,0.36653132195999516
13,13,0.365673601861,0.00373584548264,0.363721952561,0.00385480422346,-469.69699999999995,9.999019136900001,0.2,0.3665139201192102
14,14,0.364804116957,0.00373584548264,0.365567946819,0.00385480422346,-459.5959,9.999019136900001,0.2,0.3664951139238248
15,15,0.366877892571,0.00373584548264,0.365224006914,0.00385480422346,-449.495,9.999019136900001,0.2,0.366474765748925
16,16,0.36930018371,0.00373584548264,0.36806990326300004,0.00385480422346,-439.394,9.999019136900001,0.2,0.36645272224982783
17,17,0.370468035426,0.00373584548264,0.359717941763,0.00385480422346,-429.2929,9.999019136900001,0.2,0.36642881501042895
18,18,0.362004447722,0.00373584548264,0.355097453079,0.00385480422346,-419.1919,9.999019136900001,0.2,0.36640286071210226
19,19,0.363785268256,0.00373584548264,0.365399691417,0.00385480422346,-409.0909,9.999019136900001,0.2,0.36637465313504397
20,20,0.367736914793,0.00373584548264,0.35756941796400005,0.00385480422346,-398.9899,9.999019136900001,0.2,0.3663439636382289
21,21,0.36325527932499996,0.00373584548264,0.36690807426399996,0.00385480422346,-388.8889,9.999019136900001,0.2,0.3663105365905469
22,22,0.36975007901100004,0.00373584548264,0.35796329794299997,0.00385480422346,-378.7879,9.999019136900001,0.2,0.3662740848694127
23,23,0.367474986976,0.00373584548264,0.370714250829,0.00385480422346,-368.6869,9.999019136900001,0.2,0.36623428442019207
24,24,0.361605061917,0.00373584548264,0.36149679895099995,0.00385480422346,-358.5858,9.999019136900001,0.2,0.36619076460417865
25,25,0.369746110408,0.00373584548264,0.364362643816,0.00385480422346,-348.4849,9.999019136900001,0.2,0.36614311544727596
26,26,0.370214044815,0.00373584548264,0.36936779488899996,0.00385480422346,-338.3839,9.999019136900001,0.2,0.3660908472845086
27,27,0.361285408961,0.00373584548264,0.356439506588,0.00385480422346,-328.2828,9.999019136900001,0.2,0.366033405513331
28,28,0.367767581273,0.00373584548264,0.361859311611,0.00385480422346,-318.1818,9.999019136900001,0.2,0.36597015537957606
29,29,0.367081373685,0.00373584548264,0.35454343468000005,0.00385480422346,-308.0808,9.999019136900001,0.2,0.3659003446441755
30,30,0.36847471422399997,0.00373584548264,0.357080197843,0.00385480422346,-297.9798,9.999019136900001,0.2,0.3658230951343852
31,31,0.36587527906499995,0.00373584548264,0.35979071944700003,0.00385480422346,-287.8788,9.999019136900001,0.2,0.36573737047354066
32,32,0.364900085,0.00373584548264,0.357992188895,0.00385480422346,-277.7778,9.999019136900001,0.2,0.36564193981751275
33,33,0.361671085045,0.00373584548264,0.360292596556,0.00385480422346,-267.6768,9.999019136900001,0.2,0.36553533172289315
34,34,0.362873571844,0.00373584548264,0.36582837811499996,0.00385480422346,-257.5757,9.999019136900001,0.2,0.36541577076929194
35,35,0.36573601716700005,0.00373584548264,0.359764442438,0.00385480422346,-247.4747,9.999019136900001,0.2,0.365281118063291
36,36,0.36106821812600004,0.00373584548264,0.352257747648,0.00385480422346,-237.3737,9.999019136900001,0.2,0.3651287456079293
37,37,0.36331047898900004,0.00373584548264,0.35881970830700005,0.00385480422346,-227.2727,9.999019136900001,0.2,0.36495542168534706
38,38,0.372747096065,0.00373584548264,0.35775321944899996,0.00385480422346,-217.1717,9.999019136900001,0.2,0.36475713073290705
39,39,0.36075707962700004,0.00373584548264,0.35567004423299997,0.00385480422346,-207.0707,9.999019136900001,0.2,0.36452883601264
