,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
583,103,0.220979383662,0.0020521535265300003,0.212797932616,0.00537549991503,439.394,100.000063685,0.2,0.22066882976534496
584,104,0.22943862549000002,0.0020521535265300003,0.238100301768,0.00537549991503,449.495,100.000063685,0.2,0.23057135244398122
585,105,0.23420322225600002,0.0020521535265300003,0.23211747556499998,0.00537549991503,459.5959,100.000063685,0.2,0.2400773812181398
586,106,0.256147553839,0.0020521535265300003,0.255462319206,0.00537549991503,469.69699999999995,100.000063685,0.2,0.2490962235500997
587,107,0.259543600094,0.0020521535265300003,0.25611892655699997,0.00537549991503,479.798,100.000063685,0.2,0.2575684285029347
588,108,0.262552383356,0.0020521535265300003,0.264845558238,0.00537549991503,489.899,100.000063685,0.2,0.26546276640250155
589,109,0.271047696299,0.0020521535265300003,0.266693812213,0.00537549991503,500.0,100.000063685,0.2,0.27277086712739623
590,110,0.26682256148,0.0020521535265300003,0.264922271887,0.00537549991503,500.0,100.000063685,0.2,0.27277086712739623
591,111,0.308641019824,0.0020521535265300003,0.308590084181,0.00537549991503,555.5555,100.000063685,0.2,0.30339647655176294
592,112,0.32070328827100003,0.0020521535265300003,0.319435912943,0.00537549991503,611.1111,100.000063685,0.2,0.32196864838152556
593,113,0.33395736241,0.0020521535265300003,0.335000120171,0.00537549991503,666.6667,100.000063685,0.2,0.33349409875668445
594,114,0.343142549108,0.0020521535265300003,0.34195940352799997,0.00537549991503,722.2222,100.000063685,0.2,0.34101441437432495
595,115,0.339856722175,0.0020521535265300003,0.339391522429,0.00537549991503,777.7778,100.000063685,0.2,0.34618180105635576
596,116,0.344292411644,0.0020521535265300003,0.34241102194899997,0.00537549991503,833.3333,100.000063685,0.2,0.34989573503600324
597,117,0.35278542683200004,0.0020521535265300003,0.35430024017399997,0.00537549991503,888.8889,100.000063685,0.2,0.35266289333104045
598,118,0.352221163715,0.0020521535265300003,0.350321051511,0.00537549991503,944.4445,100.000063685,0.2,0.3547801447670969
599,119,0.34831246266099997,0.0020521535265300003,0.34645588532,0.00537549991503,1000.0,100.000063685,0.2,0.35642920319495885
600,0,0.353358126489,0.00168711538784,0.3529896508,0.00177188254505,-1000.0,150.000097874,0.2,0.34788052647338946
601,1,0.340879552553,0.00168711538784,0.33639605772799996,0.00177188254505,-944.4445,150.000097874,0.2,0.3456219843859772
602,2,0.345570799895,0.00168711538784,0.34178902116400006,0.00177188254505,-888.8889,150.000097874,0.2,0.3429304883649694
603,3,0.335381464445,0.00168711538784,0.33911046304,0.00177188254505,-833.3333,150.000097874,0.2,0.3397155728765677
604,4,0.32966793718000004,0.00168711538784,0.32693338411600004,0.00177188254505,-777.7778,150.000097874,0.2,0.33588048072979515
605,5,0.335392117021,0.00168711538784,0.334786308117,0.00177188254505,-722.2222,150.000097874,0.2,0.3313118718681199
606,6,0.331317029342,0.00168711538784,0.3255938239,0.00177188254505,-666.6667,150.000097874,0.2,0.3257975897476632
607,7,0.316813437526,0.00168711538784,0.319215554812,0.00177188254505,-611.1111,150.000097874,0.2,0.3188355861264994
608,8,0.314462891631,0.00168711538784,0.31262726337499996,0.00177188254505,-555.5555,150.000097874,0.2,0.30963785058048165
609,9,0.298867227155,0.00168711538784,0.302856866255,0.00177188254505,-500.0,150.000097874,0.2,0.29770486351159386
610,10,0.295848801506,0.00168711538784,0.293889024416,0.00177188254505,-500.0,150.000097874,0.2,0.29770486351159386
611,11,0.296007377949,0.00168711538784,0.29404689262,0.00177188254505,-489.899,150.000097874,0.2,0.29520535227886885
612,12,0.29305643085599997,0.00168711538784,0.292123796413,0.00177188254505,-479.798,150.000097874,0.2,0.29258388225322113
613,13,0.288834264168,0.00168711538784,0.287403494918,0.00177188254505,-469.69699999999995,150.000097874,0.2,0.2898285889862385
614,14,0.286004389106,0.00168711538784,0.28967480086999997,0.00177188254505,-459.5959,150.000097874,0.2,0.28692830247797324
615,15,0.292958427161,0.00168711538784,0.287815104984,0.00177188254505,-449.495,150.000097874,0.2,0.28387406817279304
616,16,0.279285221976,0.00168711538784,0.277507562351,0.00177188254505,-439.394,150.000097874,0.2,0.2806588049649961
617,17,0.280478934899,0.00168711538784,0.280234760189,0.00177188254505,-429.2929,150.000097874,0.2,0.27727545610252746
618,18,0.275747317969,0.00168711538784,0.26937264047,0.00177188254505,-419.1919,150.000097874,0.2,0.27371323615520576
619,19,0.276004963366,0.00168711538784,0.273699606937,0.00177188254505,-409.0909,150.000097874,0.2,0.26995440592850645
620,20,0.275607438632,0.00168711538784,0.27577536999200003,0.00177188254505,-398.9899,150.000097874,0.2,0.26597575649194255
621,21,0.264512597528,0.00168711538784,0.257876939274,0.00177188254505,-388.8889,150.000097874,0.2,0.2617565412439927
622,22,0.255200336377,0.00168711538784,0.259344284173,0.00177188254505,-378.7879,150.000097874,0.2,0.2572897596060188
623,23,0.252535980298,0.00168711538784,0.25264802944000003,0.00177188254505,-368.6869,150.000097874,0.2,0.25258581642865374
624,24,0.24808985239300002,0.00168711538784,0.24235876184500002,0.00177188254505,-358.5858,150.000097874,0.2,0.24765633392548542
625,25,0.235618661794,0.00168711538784,0.230534812868,0.00177188254505,-348.4849,150.000097874,0.2,0.2424820779642728
