-1.200e+04	4.8335770e+07	4.2554160e+04
6.478e+03	1.1447842e+06	4.2554160e+04
6.448e+03	1.1308270e+06	4.2554160e+04
6.418e+03	1.2864156e+06	4.2554160e+04
6.388e+03	1.1562055e+06	4.2554160e+04
6.358e+03	1.4282446e+06	4.2554160e+04
6.328e+03	1.5017118e+06	4.2554160e+04
6.298e+03	1.5605547e+06	4.2554160e+04
6.268e+03	1.5225531e+06	4.2554160e+04
6.238e+03	1.8388356e+06	4.2554160e+04
6.208e+03	1.7525971e+06	4.2554160e+04
6.178e+03	2.2722851e+06	4.2554160e+04
6.148e+03	2.2160116e+06	4.2554160e+04
6.118e+03	2.6198667e+06	4.2554160e+04
6.088e+03	2.7335589e+06	4.2554160e+04
6.058e+03	3.0893253e+06	4.2554160e+04
6.028e+03	3.4218132e+06	4.2554160e+04
5.998e+03	3.9386935e+06	4.2554160e+04
5.968e+03	4.3108383e+06	4.2554160e+04
5.938e+03	5.0328041e+06	4.2554160e+04
5.908e+03	5.5900824e+06	4.2554160e+04
5.878e+03	6.7213051e+06	4.2554160e+04
5.848e+03	7.7421461e+06	4.2554160e+04
5.818e+03	8.9388488e+06	4.2554160e+04
5.788e+03	1.0675661e+07	4.2554160e+04
5.758e+03	1.2565427e+07	4.2554160e+04
5.728e+03	1.4811453e+07	4.2554160e+04
5.698e+03	1.6962661e+07	4.2554160e+04
5.668e+03	1.8355689e+07	4.2554160e+04
5.638e+03	1.8294987e+07	4.2554160e+04
5.608e+03	1.5813980e+07	4.2554160e+04
5.578e+03	1.0328537e+07	4.2554160e+04
5.548e+03	2.4033966e+06	4.2554160e+04
5.518e+03	-5.5392430e+06	4.2554160e+04
5.488e+03	-1.0971708e+07	4.2554160e+04
5.458e+03	-1.2840963e+07	4.2554160e+04
5.428e+03	-1.1973103e+07	4.2554160e+04
5.398e+03	-1.0024317e+07	4.2554160e+04
5.368e+03	-7.6816891e+06	4.2554160e+04
5.338e+03	-5.5582679e+06	4.2554160e+04
5.308e+03	-3.8819236e+06	4.2554160e+04
5.278e+03	-2.7841261e+06	4.2554160e+04
5.248e+03	-1.8934313e+06	4.2554160e+04
5.218e+03	-1.2374324e+06	4.2554160e+04
5.188e+03	-7.4907687e+05	4.2554160e+04
5.158e+03	-2.6062256e+05	4.2554160e+04
5.128e+03	-4.6965675e+04	4.2554160e+04
5.098e+03	1.7707483e+05	4.2554160e+04
5.068e+03	2.6567635e+05	4.2554160e+04
5.038e+03	5.0547758e+05	4.2554160e+04
5.008e+03	3.0882394e+05	4.2554160e+04
4.978e+03	4.3313813e+05	4.2554160e+04
4.948e+03	6.5984684e+05	4.2554160e+04
4.918e+03	5.2272788e+05	4.2554160e+04
4.888e+03	6.5296270e+05	4.2554160e+04
4.858e+03	5.3069035e+05	4.2554160e+04
4.828e+03	5.6363598e+05	4.2554160e+04
4.798e+03	4.9961361e+05	4.2554160e+04
4.768e+03	5.2767626e+05	4.2554160e+04
4.738e+03	6.5771343e+05	4.2554160e+04
4.708e+03	7.0520921e+05	4.2554160e+04
4.678e+03	6.3226085e+05	4.2554160e+04
4.648e+03	4.4231842e+05	4.2554160e+04
4.618e+03	5.6305903e+05	4.2554160e+04
4.588e+03	5.0872852e+05	4.2554160e+04
4.558e+03	7.3563487e+05	4.2554160e+04
4.528e+03	5.9997354e+05	4.2554160e+04
4.498e+03	3.0874835e+05	4.2554160e+04
