Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
0,0.5708258120040001,0.0120481647325,0.573387083786,0.00550622399388,-1000.0,9.999019136900001,0.2
1,0.578399203131,0.0120481647325,0.575171098729,0.00550622399388,-933.3333,9.999019136900001,0.2
2,0.579936180427,0.0120481647325,0.573841140069,0.00550622399388,-866.6667,9.999019136900001,0.2
3,0.575697053298,0.0120481647325,0.578832430792,0.00550622399388,-800.0,9.999019136900001,0.2
4,0.580870529935,0.0120481647325,0.574635765405,0.00550622399388,-733.3333,9.999019136900001,0.2
5,0.577980865186,0.0120481647325,0.569240881027,0.00550622399388,-666.6667,9.999019136900001,0.2
6,0.563045555528,0.0120481647325,0.569098297262,0.00550622399388,-600.0,9.999019136900001,0.2
7,0.571103168219,0.0120481647325,0.566808045532,0.00550622399388,-533.3333,9.999019136900001,0.2
8,0.5693814403540001,0.0120481647325,0.560982618309,0.00550622399388,-466.6667,9.999019136900001,0.2
9,0.568845156909,0.0120481647325,0.5770906111949999,0.00550622399388,-400.0,9.999019136900001,0.2
10,0.562650714538,0.0120481647325,0.575196330043,0.00550622399388,-400.0,9.999019136900001,0.2
11,0.5718615209260001,0.0120481647325,0.571466390279,0.00550622399388,-380.5263,9.999019136900001,0.2
12,0.565468966972,0.0120481647325,0.566828660053,0.00550622399388,-361.0526,9.999019136900001,0.2
13,0.570575638541,0.0120481647325,0.5798559631970001,0.00550622399388,-341.5789,9.999019136900001,0.2
14,0.559055219687,0.0120481647325,0.560162224822,0.00550622399388,-322.1053,9.999019136900001,0.2
15,0.572970024335,0.0120481647325,0.573273811292,0.00550622399388,-302.6316,9.999019136900001,0.2
16,0.576974642639,0.0120481647325,0.569103665627,0.00550622399388,-283.1579,9.999019136900001,0.2
17,0.5593970773470001,0.0120481647325,0.570660491377,0.00550622399388,-263.6842,9.999019136900001,0.2
18,0.522349290069,0.0120481647325,0.54059807877,0.00550622399388,-244.2105,9.999019136900001,0.2
19,0.546446569306,0.0120481647325,0.56049152031,0.00550622399388,-224.7368,9.999019136900001,0.2
20,0.558448906102,0.0120481647325,0.551393752727,0.00550622399388,-205.2632,9.999019136900001,0.2
21,0.5593864806809999,0.0120481647325,0.573745261076,0.00550622399388,-185.7895,9.999019136900001,0.2
22,0.5603199087399999,0.0120481647325,0.582769374696,0.00550622399388,-166.3158,9.999019136900001,0.2
23,0.565982674912,0.0120481647325,0.561856158606,0.00550622399388,-146.8421,9.999019136900001,0.2
24,0.5521484970699999,0.0120481647325,0.554544338576,0.00550622399388,-127.3684,9.999019136900001,0.2
25,0.555306303542,0.0120481647325,0.554822097764,0.00550622399388,-107.8947,9.999019136900001,0.2
26,0.539066682516,0.0120481647325,0.539421655339,0.00550622399388,-88.42105,9.999019136900001,0.2
27,0.521037146382,0.0120481647325,0.521348518886,0.00550622399388,-68.94736,9.999019136900001,0.2
28,0.458843516729,0.0120481647325,0.466132955782,0.00550622399388,-49.47368,9.999019136900001,0.2
