-8.995e+03	1.4261350e+07	1.9232240e+04
6.478e+03	5.1047142e+05	1.9232240e+04
6.448e+03	4.2641030e+05	1.9232240e+04
6.418e+03	5.4465824e+05	1.9232240e+04
6.388e+03	5.1887277e+05	1.9232240e+04
6.358e+03	5.3594287e+05	1.9232240e+04
6.328e+03	5.1304698e+05	1.9232240e+04
6.298e+03	5.2155404e+05	1.9232240e+04
6.268e+03	5.9417499e+05	1.9232240e+04
6.238e+03	5.7999759e+05	1.9232240e+04
6.208e+03	6.7663898e+05	1.9232240e+04
6.178e+03	6.2667450e+05	1.9232240e+04
6.148e+03	6.8089873e+05	1.9232240e+04
6.118e+03	7.0202958e+05	1.9232240e+04
6.088e+03	6.9338571e+05	1.9232240e+04
6.058e+03	7.0461446e+05	1.9232240e+04
6.028e+03	8.7823293e+05	1.9232240e+04
5.998e+03	7.7970525e+05	1.9232240e+04
5.968e+03	8.7792201e+05	1.9232240e+04
5.938e+03	1.0672497e+06	1.9232240e+04
5.908e+03	1.0383166e+06	1.9232240e+04
5.878e+03	1.0936996e+06	1.9232240e+04
5.848e+03	1.2016164e+06	1.9232240e+04
5.818e+03	1.5244784e+06	1.9232240e+04
5.788e+03	1.5554368e+06	1.9232240e+04
5.758e+03	1.8013466e+06	1.9232240e+04
5.728e+03	1.9474332e+06	1.9232240e+04
5.698e+03	2.1575840e+06	1.9232240e+04
5.668e+03	2.3005416e+06	1.9232240e+04
5.638e+03	2.6073680e+06	1.9232240e+04
5.608e+03	3.0234657e+06	1.9232240e+04
5.578e+03	3.6487172e+06	1.9232240e+04
5.548e+03	4.0359222e+06	1.9232240e+04
5.518e+03	4.4967857e+06	1.9232240e+04
5.488e+03	4.9890179e+06	1.9232240e+04
5.458e+03	5.2742336e+06	1.9232240e+04
5.428e+03	5.1278590e+06	1.9232240e+04
5.398e+03	4.5215547e+06	1.9232240e+04
5.368e+03	3.2044984e+06	1.9232240e+04
5.338e+03	1.3584992e+06	1.9232240e+04
5.308e+03	-5.4510085e+05	1.9232240e+04
5.278e+03	-2.1786702e+06	1.9232240e+04
5.248e+03	-2.9247389e+06	1.9232240e+04
5.218e+03	-2.9535643e+06	1.9232240e+04
5.188e+03	-2.6572869e+06	1.9232240e+04
5.158e+03	-2.0490124e+06	1.9232240e+04
