Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
0,0.7033359122570001,0.0175648555144,0.7221966368739999,0.0160305353067,-803.507236374,79.9853853529,0.2
1,0.711282710802,0.0175648555144,0.694710144804,0.0160305353067,-753.507236374,79.9853853529,0.2
2,0.6766985017180001,0.0175648555144,0.682100971993,0.0160305353067,-703.507236374,79.9853853529,0.2
3,0.6990679676,0.0175648555144,0.7226524976500001,0.0160305353067,-653.5072363740001,79.9853853529,0.2
4,0.664770618113,0.0175648555144,0.665259944778,0.0160305353067,-603.5072363740001,79.9853853529,0.2
5,0.646132697737,0.0175648555144,0.652275563482,0.0160305353067,-587.71776269,79.9853853529,0.2
6,0.6403556620549999,0.0175648555144,0.6406173226240001,0.0160305353067,-571.928289006,79.9853853529,0.2
7,0.635330304054,0.0175648555144,0.6618792430120001,0.0160305353067,-556.138815321,79.9853853529,0.2
8,0.620059752857,0.0175648555144,0.651953273102,0.0160305353067,-540.349341637,79.9853853529,0.2
9,0.606618877977,0.0175648555144,0.64760028087,0.0160305353067,-524.559867953,79.9853853529,0.2
10,0.606996896369,0.0175648555144,0.634256311493,0.0160305353067,-508.770394269,79.9853853529,0.2
11,0.636097276835,0.0175648555144,0.6286109699019999,0.0160305353067,-492.980920584,79.9853853529,0.2
12,0.604342049416,0.0175648555144,0.588894657694,0.0160305353067,-477.19144689999996,79.9853853529,0.2
13,0.554117835998,0.0175648555144,0.5384713553670001,0.0160305353067,-461.401973216,79.9853853529,0.2
14,0.582806319425,0.0175648555144,0.55313795856,0.0160305353067,-445.61249953199996,79.9853853529,0.2
15,0.555989879742,0.0175648555144,0.571504047279,0.0160305353067,-429.82302584800004,79.9853853529,0.2
16,0.491809958385,0.0175648555144,0.5384739056369999,0.0160305353067,-414.033552163,79.9853853529,0.2
17,0.511567327118,0.0175648555144,0.525391020159,0.0160305353067,-398.244078479,79.9853853529,0.2
18,0.444959079235,0.0175648555144,0.505655117627,0.0160305353067,-382.454604795,79.9853853529,0.2
19,0.474803260405,0.0175648555144,0.408967684678,0.0160305353067,-366.665131111,79.9853853529,0.2
20,0.403681887415,0.0175648555144,0.442614991678,0.0160305353067,-350.87565742699996,79.9853853529,0.2
21,0.41938406633,0.0175648555144,0.41396717037299996,0.0160305353067,-335.086183742,79.9853853529,0.2
22,0.35343985520599996,0.0175648555144,0.393020845908,0.0160305353067,-319.296710058,79.9853853529,0.2
23,0.364833098596,0.0175648555144,0.310169648216,0.0160305353067,-303.507236374,79.9853853529,0.2
24,0.27865698826699997,0.0175648555144,0.32139396062,0.0160305353067,-282.817581202,79.9853853529,0.2
