Folder,Offset,SLP,R1p,R1p_err,RedChiSq
216,150,200,57.9415834237,1.26783493234,4.17271990977
217,100,200,71.012396787,1.25041743317,3.57066773619
214,250,200,35.7034958588,1.02789343144,0.507497723078
215,200,200,44.5781565528,1.0018704913,0.812287518396
212,400,200,19.2146307634,0.972738359247,0.749407412481
213,300,200,28.5918487315,0.945765709501,0.76082608135
210,600,200,9.45563529039,0.819370725781,2.9059718275
211,500,200,13.6509543776,0.793218411837,0.396844453965
218,50,200,84.0320859736,1.47119149396,6.210375236
627,200,1600,70.3777081873,1.51429220884,1.28038758787
407,-700,800,42.380741182,0.971305486334,1.05510032217
406,-900,800,32.7189558049,0.962426899934,1.78636003779
405,-1100,800,24.2691625429,0.988872744104,0.188804354659
404,-1300,800,19.7854815477,0.931532066564,0.631776172542
403,-1600,800,13.7657592214,0.79341939011,1.0755707533
402,-1900,800,10.3642430397,0.816579930844,0.526322642454
401,-2200,800,8.61016466519,0.794860264369,0.876871661573
409,-500,800,56.1959538489,1.14552964032,0.421722986372
408,-600,800,48.9722358547,1.09739341573,0.925000159398
618,2800,1600,15.3601090323,0.880738381334,0.620402057443
414,2200,800,9.14116534477,0.870372362588,2.59549974403
415,1900,800,11.4149610756,0.822816011254,0.669939980966
416,1600,800,16.0166265521,0.944180020855,0.523856194232
417,1300,800,21.4314052423,0.961108532321,0.267288100174
410,-400,800,63.7925258403,1.15303345141,0.594504946334
411,-300,800,70.2648785023,1.15836724288,4.05372571511
412,-200,800,76.2209413233,1.1700123009,4.59071331253
413,-100,800,80.6286634699,1.43934513626,2.73582664707
418,1100,800,27.4688268514,0.860359191345,0.45744525988
419,900,800,35.6445707252,0.946112104426,0.472445115945
319,200,500,75.9115195517,1.29164093658,0.809570823834
318,300,500,65.0935016424,1.111730389,1.98268985522
313,900,500,20.0341231952,0.91336657894,0.394301490541
312,1100,500,13.9752400467,0.816798079093,0.757972985596
311,1400,500,9.83332186425,0.838022716657,0.863991186545
310,-100,500,84.4414521088,1.27910727616,1.18166839733
317,400,500,52.563170842,0.990289234237,1.71505153152
316,500,500,43.6496549336,1.10215144305,1.51762552774
315,600,500,35.1263157267,0.897489155603,0.662761429835
314,700,500,29.6406489259,0.963008208559,0.590608688611
114,0,2800,58.4217370721,1.06867753508,4.27522568657
619,2400,1600,19.4999587562,0.855009720832,1.18931558721
111,0,1600,71.2197959719,1.28969709745,3.42402838103
110,0,1200,76.3879306865,1.28593266328,0.769437393552
113,0,2400,62.5082715232,1.15235500081,0.929996730898
112,0,2000,67.5954081054,1.19990997563,2.04986438085
524,300,1200,72.8405038525,1.17504087214,2.80768978041
525,200,1200,74.5454810345,1.22698654204,1.28923853783
526,100,1200,76.5802476968,1.29513118237,1.32779345841
520,800,1200,52.0959245029,1.07989435156,0.662705378791
521,600,1200,60.608829108,1.10963952159,1.24519539644
522,500,1200,65.1612634645,1.17112143159,1.12149320642
523,400,1200,67.3322387895,1.11476073909,1.51443094797
421,600,800,52.9852385918,1.08609077145,0.544565910583
420,700,800,46.4922214601,1.09707399236,1.14686928891
423,400,800,65.6812687565,1.05788727261,0.436616539964
422,500,800,59.0602540616,1.19279832215,0.845052942001
425,200,800,78.9543717964,1.32275614291,1.29233563465
424,300,800,72.0060785187,1.24800165671,1.31521572816
426,100,800,82.0251006986,1.24023688032,1.29664525349
308,-300,500,62.1055818094,1.06494405085,1.76956553332
309,-200,500,74.2378105672,1.20058841631,1.70221133089
301,-1400,500,8.81285908944,0.810953560143,0.889531620315
302,-1100,500,13.6527713113,0.895931678546,0.67514185745
303,-900,500,19.4314415392,0.778199884551,0.635044736696
304,-700,500,26.2576684363,0.834353492851,0.267261005668
305,-600,500,33.0030681714,0.927569121089,3.35518769933
306,-500,500,40.3893169261,0.969215428439,0.826948622878
307,-400,500,50.1639158653,1.06579107355,0.957751075482
108,0,700,84.1349509909,1.24443003399,2.57104657756
109,0,900,80.6252234192,1.23339653626,4.46173553695
102,0,150,91.3950960665,1.60873516997,33.9735722089
103,0,200,91.8591827748,1.6006202649,11.7264562416
101,0,100,91.7034882689,2.64756150186,69.6411139731
106,0,400,89.2055621583,1.4022405103,5.06950131481
107,0,500,86.8221951732,1.41825521579,0.181487039149
104,0,250,89.9436154348,1.46634612176,11.41099748
105,0,300,89.4324435192,1.48097220615,6.63449009309
519,1100,1200,38.380484712,1.053854626,0.889465971153
518,1400,1200,30.1564724916,0.813326851439,2.91785880215
511,-300,1200,70.1469679857,1.19910417335,1.20186015622
510,-400,1200,67.093287387,1.27070463291,0.822922315117
513,-100,1200,75.5853329427,1.18499785253,3.3568279977
512,-200,1200,73.8250549579,1.12063597569,3.75240539167
515,2700,1200,10.9349132288,0.738958672005,0.151070366918
514,3200,1200,8.28862600911,0.954924629556,1.56741950559
517,1800,1200,21.1787832224,0.91477700413,0.532464821918
516,2200,1200,15.2170702543,0.84197102418,1.75924809426
623,900,1600,52.8920737339,1.08749425586,0.624355811536
622,1200,1600,43.5889275168,0.930532190441,1.66339038635
621,1600,1600,33.0731334364,0.949825580626,0.862771011474
620,2000,1600,25.101115088,0.900719249184,1.1681359401
612,-300,1600,66.6145329995,1.14002424523,2.18492770711
