Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1469,-1800,600,5.02146404116,0.204602620953,0.91546079534
1468,-1400,600,5.68616728509,0.256072052219,1.2326398258
1465,-800,600,7.3726124275,0.183017803223,3.17658617676
1464,-700,600,7.83877204007,0.170615365555,3.20363007909
1467,-1200,600,5.84709625696,0.209484694094,2.83251834338
1466,-1000,600,6.23744075423,0.159729625962,8.55793742708
1461,-500,600,10.2627001949,0.173410665243,19.7245694314
1460,-450,600,10.1265426015,0.294885397989,0.354223086379
1463,-600,600,8.62043808926,0.288756407574,1.48032834143
1462,-550,600,9.09128868571,0.198848655826,0.512634571412
1490,800,1000,9.83567810445,0.277098329141,0.738720661391
1491,1400,1000,7.11380712503,0.176374242819,2.46991234304
1492,2000,1000,5.81462254485,0.251548303508,0.841077293328
1418,-200,150,7.7495764772,0.268895824303,2.01778655152
1419,-240,150,6.61280399288,0.1562366163,5.167546364
1410,0,1200,14.2053860913,0.198063614688,3.41682328485
1411,0,1400,14.5303068798,0.23793328054,0.966069594603
1412,0,1600,13.8436355723,0.264269492859,1.95548187333
1413,0,2000,14.0086197322,0.221502173251,3.57288654884
1414,0,2500,14.0353099933,0.294192829974,1.81760788453
1415,-60,150,12.5239646108,0.199981777565,2.71183206361
1416,-120,150,9.62885374641,0.197616840407,1.39774736845
1417,-160,150,8.30625738238,0.307614582869,2.56367645138
1483,-700,1000,10.6440635024,0.195404345376,0.984423152717
1482,-550,1000,11.363759416,0.224731497236,0.367771335842
1481,-450,1000,12.148289504,0.184608614754,5.08621542925
1480,-400,1000,12.4335420184,0.174687470686,6.72311886552
1487,-2200,1000,5.67875295232,0.168600318343,2.70634458337
1486,-1600,1000,6.81534299893,0.151139802104,4.30142310116
1485,-1300,1000,7.29697587742,0.165280293094,2.40941784199
1484,-1000,1000,8.72190531758,0.264605216571,2.69640663171
1489,500,1000,11.7305176276,0.208070630774,5.05218160352
1488,200,1000,13.7348821357,0.18931830792,1.82599617503
1409,0,1000,13.8867441347,0.18268931795,2.34759288026
1408,0,900,14.1595425189,0.299813730731,1.80839506496
1403,0,300,13.7010928515,0.206537387015,9.48145343199
1402,0,250,14.2278746486,0.346684130889,3.08046104219
1401,0,200,13.5677868737,0.284760393454,2.02704827538
1400,0,150,13.7111567381,0.261590902167,1.49118861059
1407,0,700,13.8508820284,0.285578628883,3.59872400816
1406,0,600,13.8154461076,0.264965000212,4.17911821311
1405,0,500,13.937786657,0.224142950784,1.4335204862
1404,0,400,14.5034784476,0.180742204444,9.09451103578
1436,-450,400,8.71358417338,0.224426941343,4.77702942809
1437,-500,400,7.69625253998,0.282575509639,0.904963026242
1434,-400,400,8.77676506036,0.218447042104,2.52625413637
1435,-400,400,8.887505932,0.181313602683,0.325067951969
1432,-300,400,10.0786373406,0.189752474752,1.89114946162
1433,-350,400,9.00077260125,0.265492019038,5.99202340928
1430,-200,400,11.973021128,0.191340361611,1.66329711469
1431,-250,400,10.4683034768,0.201355627466,4.52037233774
1438,-550,400,7.32674653267,0.187349993882,6.28506055557
1439,-600,400,6.9915294093,0.178929318515,3.50111721312
1421,-320,150,5.80111549099,0.215783644574,4.75571473286
1420,-280,150,6.01602090107,0.498294375037,1.60037861106
1423,-400,150,4.68631831242,0.162512470381,8.47217788357
1422,-360,150,5.21688815932,0.185246779148,3.57068094829
1425,-440,150,5.13627284852,0.181670690104,2.12880502066
1424,-400,150,4.99456416797,0.174373140757,2.2268023212
1427,300,150,5.94396383881,0.161702059221,9.87842007115
1426,100,150,9.95890450579,0.299663423305,5.43279768585
1429,-150,400,12.4457208982,0.187880363368,3.82210853564
1428,-100,400,13.3735667836,0.266775229501,2.1607661858
1454,-200,600,12.8687645221,0.398737454198,0.702020173544
1455,-250,600,12.2194705171,0.230053403322,1.47974744048
1456,-300,600,11.6628162698,0.166725039351,2.04320162179
1457,-350,600,11.3814692955,0.175664142387,5.92550891802
1450,800,400,5.35796253289,0.15374749958,15.5009146728
1451,1000,400,5.138252728,0.156734700851,1.4735896355
1452,1200,400,4.67938922465,0.235903536564,1.00915767053
1453,-100,600,13.6717938782,0.192459198241,6.23836974449
1458,-400,600,9.98796489051,0.196737810218,13.6216478839
1459,-400,600,10.1987553871,0.170247770556,12.7052642257
1447,350,400,9.71121330832,0.316693463293,1.04392395142
1446,200,400,11.9036383978,0.234948955961,2.34229798789
1445,50,400,13.832641797,0.244725193444,2.73672708943
1444,-1150,400,4.7867416506,0.312260313249,1.43910443245
1443,-1000,400,5.3403769734,0.150267923658,5.02248194861
1442,-850,400,5.56128641831,0.228380927782,0.878692131837
1441,-700,400,6.37192775056,0.245514242452,1.30077286362
1440,-650,400,6.23870610874,0.143928390813,14.2896959057
1449,650,400,6.59366207492,0.216567718283,0.11374712294
1448,500,400,7.21777118896,0.188947737431,3.72279587508
1472,600,600,8.68483831776,0.160012571178,8.98686308787
1473,1000,600,6.68893314426,0.345719577459,0.347057594676
1470,200,600,13.0258201684,0.177414665332,1.95923759802
1471,400,600,10.5502195514,0.219508144844,3.52495809848
1476,-100,1000,13.9413889193,0.313001664473,1.43353533686
1477,-250,1000,13.0491699091,0.198977781436,4.39283229617
1474,1400,600,5.30614079917,0.238788097042,2.26159912917
1475,1800,600,4.65766861161,0.146687297298,1.67948769106
1478,-350,1000,12.6563896105,0.402114491321,0.236115562475
1479,-400,1000,12.3113860358,0.230394088513,6.6691036001
